date,open,high,low,close,volume,tic
2018-06-12,0.59901,0.5991,0.5415,0.5556,29332950.65,XRP-USD
2018-06-13,0.5556,0.56124,0.50401,0.52862,36877773.15,XRP-USD
2018-06-14,0.52863,0.569,0.51934,0.55769,35000456.5,XRP-USD
2018-06-15,0.55765,0.55927,0.52447,0.53258,25702497.7,XRP-USD
2018-06-16,0.53224,0.5385,0.51733,0.53275,26240580.6,XRP-USD
2018-06-17,0.53232,0.5437,0.51999,0.52617,33461820.8,XRP-USD
2018-06-18,0.52669,0.5535,0.50818,0.5387,33893328.6,XRP-USD
2018-06-19,0.53835,0.56185,0.5207,0.54834,28857265.3,XRP-USD
2018-06-20,0.54833,0.55188,0.52065,0.53916,34683099.0,XRP-USD
2018-06-21,0.53919,0.549,0.52899,0.53457,29891909.8,XRP-USD
2018-06-22,0.5342,0.53506,0.46859,0.48216,41843180.71,XRP-USD
2018-06-23,0.48287,0.49909,0.47333,0.49005,27230808.7,XRP-USD
2018-06-24,0.48963,0.51,0.43724,0.47331,41451907.36,XRP-USD
2018-06-25,0.47418,0.4992,0.47123,0.48125,31726495.2,XRP-USD
2018-06-26,0.48125,0.48241,0.4511,0.453,17670678.0,XRP-USD
2018-06-27,0.45218,0.47518,0.44787,0.4701,29671588.2,XRP-USD
2018-06-28,0.47042,0.47396,0.442,0.44575,35784353.9,XRP-USD
2018-06-29,0.4463,0.46124,0.42393,0.45321,37535516.8,XRP-USD
2018-06-30,0.45346,0.48318,0.45312,0.46796,37495051.8,XRP-USD
2018-07-01,0.46797,0.46989,0.45007,0.46222,31676174.1,XRP-USD
2018-07-02,0.46222,0.4954,0.452,0.4899,39873781.8,XRP-USD
2018-07-03,0.48913,0.52,0.47801,0.4844,44333181.6,XRP-USD
2018-07-04,0.48469,0.508,0.47941,0.49097,26722886.3,XRP-USD
2018-07-05,0.49155,0.50295,0.46887,0.4769,30689285.9,XRP-USD
2018-07-06,0.47772,0.48156,0.45747,0.47698,26805008.7,XRP-USD
2018-07-07,0.47644,0.488,0.46381,0.48494,28584029.2,XRP-USD
2018-07-08,0.4852,0.48798,0.4751,0.47915,31480979.3,XRP-USD
2018-07-09,0.47872,0.48201,0.47015,0.473,26690553.6,XRP-USD
2018-07-10,0.4728,0.47338,0.43866,0.44337,30651668.1,XRP-USD
2018-07-11,0.44247,0.45134,0.43957,0.44872,28635928.2,XRP-USD
2018-07-12,0.449,0.44932,0.4236,0.43675,30380599.5,XRP-USD
2018-07-13,0.43706,0.44509,0.43001,0.43754,33168644.3,XRP-USD
2018-07-14,0.43761,0.4443,0.431,0.43864,27141582.3,XRP-USD
2018-07-15,0.43864,0.45004,0.43509,0.44681,33882949.8,XRP-USD
2018-07-16,0.44695,0.4858,0.4435,0.48173,41419524.1,XRP-USD
2018-07-17,0.48173,0.52019,0.4665,0.50728,48166296.2,XRP-USD
2018-07-18,0.50651,0.52525,0.4752,0.48868,48747453.6,XRP-USD
2018-07-19,0.48869,0.495,0.47125,0.47687,36600560.0,XRP-USD
2018-07-20,0.47703,0.4773,0.431,0.44439,40745516.2,XRP-USD
2018-07-21,0.4444,0.459,0.4346,0.45506,28483991.4,XRP-USD
2018-07-22,0.45467,0.46409,0.44589,0.44859,32232347.2,XRP-USD
2018-07-23,0.44859,0.46371,0.44212,0.44499,30316389.9,XRP-USD
2018-07-24,0.4452,0.4715,0.438,0.45885,43532211.2,XRP-USD
2018-07-25,0.45741,0.46878,0.45153,0.4598,42650288.4,XRP-USD
2018-07-26,0.45983,0.46887,0.44538,0.44968,38041528.4,XRP-USD
2018-07-27,0.44878,0.462,0.444,0.4555,35252979.8,XRP-USD
2018-07-28,0.4555,0.45887,0.44803,0.45641,27843347.3,XRP-USD
2018-07-29,0.45643,0.45849,0.45,0.45315,31188705.5,XRP-USD
2018-07-30,0.45315,0.45621,0.43382,0.44534,32141597.9,XRP-USD
2018-07-31,0.44616,0.44641,0.4268,0.4353,31785092.6,XRP-USD
2018-08-01,0.4353,0.46382,0.42671,0.44642,39833478.3,XRP-USD
2018-08-02,0.44673,0.44888,0.42849,0.42975,33396468.1,XRP-USD
2018-08-03,0.43021,0.44619,0.4253,0.44033,44748261.2,XRP-USD
2018-08-04,0.44097,0.445,0.42741,0.42985,35095397.5,XRP-USD
2018-08-05,0.42984,0.43705,0.42705,0.4345,34962084.2,XRP-USD
2018-08-06,0.43437,0.43699,0.40127,0.4129,40578992.9,XRP-USD
2018-08-07,0.41328,0.41567,0.37387,0.37863,41157252.56,XRP-USD
2018-08-08,0.37863,0.37863,0.31928,0.33171,72393008.15,XRP-USD
2018-08-09,0.33197,0.35799,0.328,0.3441,51832840.7,XRP-USD
2018-08-10,0.3441,0.34689,0.31236,0.31897,39269097.2,XRP-USD
2018-08-11,0.31897,0.32008,0.2874,0.29784,48724318.7,XRP-USD
2018-08-12,0.29708,0.30938,0.29401,0.29547,35382260.6,XRP-USD
2018-08-13,0.29575,0.309,0.27127,0.2743,43767335.34,XRP-USD
2018-08-14,0.2743,0.27732,0.24672,0.2725,56101899.0,XRP-USD
2018-08-15,0.2728,0.30234,0.2728,0.28039,72676585.2,XRP-USD
2018-08-16,0.28,0.30184,0.2755,0.29142,46325561.5,XRP-USD
2018-08-17,0.29161,0.37506,0.29085,0.3672,84683658.1,XRP-USD
2018-08-18,0.36721,0.37,0.31039,0.32829,80106581.6,XRP-USD
2018-08-19,0.32848,0.35281,0.316,0.34201,63806323.3,XRP-USD
2018-08-20,0.34201,0.35095,0.3128,0.31499,52378768.0,XRP-USD
2018-08-21,0.315,0.33799,0.31302,0.33339,43866930.8,XRP-USD
2018-08-22,0.33398,0.35499,0.31039,0.3185,65706077.8,XRP-USD
2018-08-23,0.31849,0.32958,0.31306,0.3263,44849401.1,XRP-USD
2018-08-24,0.3263,0.329,0.31577,0.32646,43010739.1,XRP-USD
2018-08-25,0.32647,0.332,0.3216,0.32702,36349187.2,XRP-USD
2018-08-26,0.32759,0.32912,0.318,0.32276,33496561.2,XRP-USD
2018-08-27,0.32277,0.34062,0.32145,0.33901,50870196.2,XRP-USD
2018-08-28,0.339,0.35809,0.33423,0.35128,63583203.6,XRP-USD
2018-08-29,0.35067,0.3556,0.33361,0.34494,55136625.6,XRP-USD
2018-08-30,0.34494,0.3466,0.32252,0.33518,43887997.7,XRP-USD
2018-08-31,0.3347,0.349,0.32728,0.3353,36467734.8,XRP-USD
2018-09-01,0.3353,0.35517,0.33476,0.34699,49527170.3,XRP-USD
2018-09-02,0.34698,0.34918,0.33,0.34253,41314287.1,XRP-USD
2018-09-03,0.34237,0.34387,0.333,0.33493,34536040.9,XRP-USD
2018-09-04,0.33491,0.34157,0.32819,0.33116,42441830.5,XRP-USD
2018-09-05,0.33116,0.334,0.2772,0.27889,67385077.8,XRP-USD
2018-09-06,0.27899,0.307,0.2676,0.30179,71823322.1,XRP-USD
2018-09-07,0.30182,0.30445,0.28092,0.2869,48139492.1,XRP-USD
2018-09-08,0.28686,0.294,0.26891,0.27679,41246183.1,XRP-USD
2018-09-09,0.27665,0.2908,0.27,0.2766,39852343.2,XRP-USD
2018-09-10,0.27699,0.28263,0.259,0.27,46733069.5,XRP-USD
2018-09-11,0.27,0.276,0.25261,0.26314,50280138.4,XRP-USD
2018-09-12,0.26349,0.27413,0.25308,0.2699,46434334.2,XRP-USD
2018-09-13,0.26959,0.28641,0.2676,0.27933,59569126.9,XRP-USD
2018-09-14,0.27892,0.2867,0.27138,0.27571,46466958.6,XRP-USD
2018-09-15,0.2761,0.28489,0.27533,0.28031,33938106.1,XRP-USD
2018-09-16,0.2803,0.28229,0.27351,0.28122,32576561.4,XRP-USD
2018-09-17,0.28122,0.28373,0.26662,0.2706,48278145.2,XRP-USD
2018-09-18,0.2706,0.337,0.269,0.31897,161707328.6,XRP-USD
2018-09-19,0.31898,0.337,0.3109,0.32679,104736271.2,XRP-USD
2018-09-20,0.32718,0.492,0.32103,0.44819,273416987.8,XRP-USD
2018-09-21,0.44877,0.8,0.4185,0.56405,699259999.14,XRP-USD
2018-09-22,0.56399,0.63,0.49094,0.57368,384055321.9,XRP-USD
2018-09-23,0.57249,0.59975,0.55501,0.5719,176776991.6,XRP-USD
2018-09-24,0.5719,0.5831,0.48256,0.49358,220968527.3,XRP-USD
2018-09-25,0.49235,0.549,0.43558,0.5256,381527240.4,XRP-USD
2018-09-26,0.52633,0.57299,0.48364,0.513,418985950.3,XRP-USD
2018-09-27,0.51343,0.555,0.50578,0.54305,195704174.8,XRP-USD
2018-09-28,0.54305,0.55,0.51624,0.54025,169084867.6,XRP-USD
2018-09-29,0.54026,0.5968,0.52505,0.56876,216560342.7,XRP-USD
2018-09-30,0.56875,0.62604,0.55744,0.58257,249779723.5,XRP-USD
2018-10-01,0.58257,0.6059,0.532,0.5776,268385710.5,XRP-USD
2018-10-02,0.57734,0.58038,0.515,0.51692,162916775.7,XRP-USD
2018-10-03,0.51692,0.5388,0.50785,0.5293,170746863.2,XRP-USD
2018-10-04,0.52982,0.54999,0.5257,0.5294,121125329.6,XRP-USD
2018-10-05,0.52921,0.53331,0.51031,0.5211,101220917.6,XRP-USD
2018-10-06,0.52098,0.5226,0.46859,0.48964,141936655.1,XRP-USD
2018-10-07,0.4893,0.49149,0.46666,0.48269,98985658.4,XRP-USD
2018-10-08,0.4826,0.50449,0.47824,0.49335,119530087.1,XRP-USD
2018-10-09,0.49302,0.49387,0.47108,0.48199,87513820.2,XRP-USD
2018-10-10,0.48171,0.48171,0.46066,0.46605,87026618.7,XRP-USD
2018-10-11,0.46632,0.46632,0.37713,0.38315,214466238.8,XRP-USD
2018-10-12,0.38319,0.44953,0.37685,0.42071,182232226.9,XRP-USD
2018-10-13,0.42071,0.432,0.417,0.4227,73115932.0,XRP-USD
2018-10-14,0.42259,0.43057,0.40321,0.40994,82556004.2,XRP-USD
2018-10-15,0.40951,0.52179,0.39771,0.46168,287232730.0,XRP-USD
2018-10-16,0.46183,0.48896,0.45554,0.48352,126629832.4,XRP-USD
2018-10-17,0.48352,0.49818,0.47201,0.48437,110247010.2,XRP-USD
2018-10-18,0.48383,0.49408,0.456,0.4675,98622485.8,XRP-USD
2018-10-19,0.46848,0.473,0.458,0.46077,54642245.2,XRP-USD
2018-10-20,0.46103,0.47293,0.45633,0.46788,62948221.8,XRP-USD
2018-10-21,0.46772,0.47476,0.4635,0.46458,48975343.9,XRP-USD
2018-10-22,0.46458,0.46901,0.45475,0.46192,41455391.5,XRP-USD
2018-10-23,0.46163,0.48649,0.444,0.47006,58195282.8,XRP-USD
2018-10-24,0.47005,0.478,0.46,0.46402,36421466.1,XRP-USD
2018-10-25,0.46401,0.4731,0.45688,0.46351,34586029.5,XRP-USD
2018-10-26,0.46351,0.471,0.45923,0.46657,38006244.6,XRP-USD
2018-10-27,0.46657,0.4681,0.4576,0.46012,35912703.0,XRP-USD
2018-10-28,0.4601,0.46695,0.458,0.46472,36212879.3,XRP-USD
2018-10-29,0.46483,0.46516,0.4343,0.44506,48934076.3,XRP-USD
2018-10-30,0.44554,0.455,0.444,0.44749,28201734.6,XRP-USD
2018-10-31,0.44734,0.46097,0.4375,0.45418,34928585.5,XRP-USD
2018-11-01,0.45418,0.462,0.4485,0.46141,28279669.6,XRP-USD
2018-11-02,0.46137,0.46899,0.45901,0.463,35704076.7,XRP-USD
2018-11-03,0.46281,0.46449,0.45433,0.45713,28318009.2,XRP-USD
2018-11-04,0.45706,0.47959,0.44955,0.46999,50696119.7,XRP-USD
2018-11-05,0.46999,0.50644,0.461,0.5022,76939385.1,XRP-USD
2018-11-06,0.5022,0.56878,0.50053,0.55523,165152551.2,XRP-USD
2018-11-07,0.5546,0.5555,0.52751,0.5409,83021151.0,XRP-USD
2018-11-08,0.5409,0.5468,0.492,0.49694,91511954.5,XRP-USD
2018-11-09,0.49713,0.5227,0.496,0.5044,61996751.7,XRP-USD
2018-11-10,0.50463,0.51748,0.5027,0.50956,33178374.5,XRP-USD
2018-11-11,0.50941,0.51233,0.49764,0.51019,28362231.8,XRP-USD
2018-11-12,0.51018,0.53499,0.50521,0.5245,51147716.5,XRP-USD
2018-11-13,0.52403,0.53464,0.51111,0.51736,66199009.7,XRP-USD
2018-11-14,0.51817,0.52012,0.422,0.4846,158164446.3,XRP-USD
2018-11-15,0.48461,0.4947,0.4311,0.48931,176221131.0,XRP-USD
2018-11-16,0.48931,0.49568,0.46382,0.47765,114883969.7,XRP-USD
2018-11-17,0.47805,0.505,0.46939,0.49813,95437797.3,XRP-USD
2018-11-18,0.49815,0.532,0.49537,0.51611,133560299.2,XRP-USD
2018-11-19,0.51608,0.51695,0.4645,0.4825,245733373.5,XRP-USD
2018-11-20,0.48235,0.50865,0.4095,0.44285,325286452.6,XRP-USD
2018-11-21,0.44285,0.46947,0.41933,0.45367,189645261.1,XRP-USD
2018-11-22,0.45345,0.45785,0.424,0.42831,91671173.8,XRP-USD
2018-11-23,0.42766,0.44376,0.39674,0.41447,161040318.2,XRP-USD
2018-11-24,0.41461,0.42878,0.37001,0.37982,160389596.0,XRP-USD
2018-11-25,0.37977,0.39639,0.32802,0.382,322162714.6,XRP-USD
2018-11-26,0.38186,0.39999,0.34625,0.36354,267557884.2,XRP-USD
2018-11-27,0.3634,0.376,0.34634,0.365,149919921.1,XRP-USD
2018-11-28,0.36476,0.40319,0.36476,0.39203,157732401.0,XRP-USD
2018-11-29,0.3922,0.395,0.37072,0.38149,106959084.6,XRP-USD
2018-11-30,0.38148,0.38331,0.355,0.36466,82213339.6,XRP-USD
2018-12-01,0.36492,0.379,0.35617,0.37205,58583664.8,XRP-USD
2018-12-02,0.372,0.3799,0.366,0.36963,43193884.2,XRP-USD
2018-12-03,0.36974,0.371,0.34553,0.34827,57538980.4,XRP-USD
2018-12-04,0.34827,0.36255,0.33913,0.35231,59867337.7,XRP-USD
2018-12-05,0.35235,0.361,0.338,0.3395,56281559.4,XRP-USD
2018-12-06,0.33906,0.3455,0.30671,0.30919,83574815.0,XRP-USD
2018-12-07,0.30959,0.312,0.2865,0.30114,128448766.2,XRP-USD
2018-12-08,0.30114,0.325,0.29117,0.30247,91555422.9,XRP-USD
2018-12-09,0.30247,0.31965,0.2983,0.30914,63609809.9,XRP-USD
2018-12-10,0.30944,0.31377,0.29424,0.29956,59077810.9,XRP-USD
2018-12-11,0.2995,0.31,0.29396,0.29904,52196740.0,XRP-USD
2018-12-12,0.29905,0.31064,0.2971,0.30463,48158835.8,XRP-USD
2018-12-13,0.30463,0.30569,0.29558,0.29934,42978785.0,XRP-USD
2018-12-14,0.29916,0.3008,0.28312,0.28816,47556494.8,XRP-USD
2018-12-15,0.28803,0.29149,0.2805,0.28422,38261672.5,XRP-USD
2018-12-16,0.28421,0.2954,0.28312,0.28669,43951184.1,XRP-USD
2018-12-17,0.28669,0.337,0.285,0.32721,129250477.5,XRP-USD
2018-12-18,0.32721,0.3498,0.32149,0.34979,166459905.1,XRP-USD
2018-12-19,0.34979,0.39265,0.34165,0.34468,238920130.5,XRP-USD
2018-12-20,0.34468,0.38368,0.339,0.37228,190801771.6,XRP-USD
2018-12-21,0.37228,0.383,0.34584,0.35428,141255512.3,XRP-USD
2018-12-22,0.35405,0.36,0.34383,0.35644,68501560.8,XRP-USD
2018-12-23,0.35645,0.37784,0.35407,0.3669,83342114.3,XRP-USD
2018-12-24,0.36691,0.45,0.36665,0.40092,308763465.2,XRP-USD
2018-12-25,0.40075,0.40399,0.36,0.37598,190479475.6,XRP-USD
2018-12-26,0.37599,0.38942,0.35327,0.37253,115977475.4,XRP-USD
2018-12-27,0.37298,0.375,0.325,0.33368,113118482.1,XRP-USD
2018-12-28,0.3337,0.37559,0.32823,0.36997,133220344.3,XRP-USD
2018-12-29,0.37017,0.37913,0.35103,0.35593,105406488.5,XRP-USD
2018-12-30,0.35622,0.36578,0.3508,0.36489,66395531.2,XRP-USD
2018-12-31,0.36488,0.36932,0.3435,0.34849,70308054.1,XRP-USD
2019-01-01,0.34864,0.36111,0.34533,0.3608,41061397.6,XRP-USD
2019-01-02,0.36057,0.3745,0.3535,0.36882,74162520.5,XRP-USD
2019-01-03,0.3686,0.3691,0.34778,0.3524,61459149.9,XRP-USD
2019-01-04,0.35255,0.358,0.34385,0.35308,51976479.9,XRP-USD
2019-01-05,0.35303,0.35981,0.345,0.34851,53463920.9,XRP-USD
2019-01-06,0.34851,0.36446,0.34542,0.36042,63015691.4,XRP-USD
2019-01-07,0.36042,0.37218,0.35701,0.36022,70715569.0,XRP-USD
2019-01-08,0.36015,0.36796,0.3545,0.36073,67790037.4,XRP-USD
2019-01-09,0.36073,0.36919,0.35775,0.3648,67288168.8,XRP-USD
2019-01-10,0.36479,0.37963,0.315,0.32464,182432057.4,XRP-USD
2019-01-11,0.32464,0.33418,0.31559,0.3258,74955650.2,XRP-USD
2019-01-12,0.3258,0.32977,0.32071,0.32557,38674176.1,XRP-USD
2019-01-13,0.32554,0.32953,0.30796,0.31132,56198037.6,XRP-USD
2019-01-14,0.31139,0.33593,0.31115,0.32871,65175057.4,XRP-USD
2019-01-15,0.3286,0.33176,0.31606,0.3215,54164499.2,XRP-USD
2019-01-16,0.32154,0.33196,0.3201,0.3257,48151576.2,XRP-USD
2019-01-17,0.3258,0.3284,0.31926,0.32489,46482575.6,XRP-USD
2019-01-18,0.32468,0.32548,0.3161,0.32036,31990322.9,XRP-USD
2019-01-19,0.32042,0.3325,0.31927,0.3267,43414969.4,XRP-USD
2019-01-20,0.32672,0.32861,0.31089,0.3168,40593702.6,XRP-USD
2019-01-21,0.31697,0.32163,0.3127,0.31767,29721620.1,XRP-USD
2019-01-22,0.31766,0.3202,0.30611,0.31762,51740083.2,XRP-USD
2019-01-23,0.31762,0.31933,0.312,0.31415,37351681.3,XRP-USD
2019-01-24,0.31422,0.31795,0.31255,0.31593,27176617.3,XRP-USD
2019-01-25,0.31584,0.31698,0.31,0.31384,23989294.4,XRP-USD
2019-01-26,0.314,0.31887,0.3119,0.31258,27927773.9,XRP-USD
2019-01-27,0.3126,0.31409,0.30272,0.30646,40448660.6,XRP-USD
2019-01-28,0.30653,0.30767,0.28089,0.29223,86788557.0,XRP-USD
2019-01-29,0.29223,0.294,0.28126,0.28693,46228128.9,XRP-USD
2019-01-30,0.28694,0.32646,0.28447,0.32109,135161854.0,XRP-USD
2019-01-31,0.32118,0.3358,0.30349,0.30911,173326720.7,XRP-USD
2019-02-01,0.3092,0.31197,0.295,0.30624,87742017.5,XRP-USD
2019-02-02,0.30628,0.31377,0.30428,0.3103,44389361.1,XRP-USD
2019-02-03,0.31042,0.31215,0.289,0.30219,55823769.6,XRP-USD
2019-02-04,0.30204,0.30566,0.29736,0.29939,44235957.5,XRP-USD
2019-02-05,0.29932,0.30225,0.29642,0.29972,53121022.0,XRP-USD
2019-02-06,0.29972,0.30101,0.28809,0.2894,60630230.6,XRP-USD
2019-02-07,0.28934,0.29469,0.28913,0.29145,32936661.6,XRP-USD
2019-02-08,0.29146,0.32129,0.28908,0.31205,93896197.0,XRP-USD
2019-02-09,0.31195,0.3164,0.30719,0.31215,65169202.2,XRP-USD
2019-02-10,0.31218,0.31286,0.29829,0.30988,65487258.0,XRP-USD
2019-02-11,0.30985,0.3103,0.30136,0.30255,41900510.2,XRP-USD
2019-02-12,0.30243,0.30842,0.29625,0.30514,50915657.1,XRP-USD
2019-02-13,0.3051,0.31373,0.30113,0.30382,54722420.4,XRP-USD
2019-02-14,0.30387,0.30556,0.29975,0.30081,38757408.1,XRP-USD
2019-02-15,0.30082,0.30646,0.296,0.30194,35931398.3,XRP-USD
2019-02-16,0.30195,0.30408,0.2997,0.30077,31126221.9,XRP-USD
2019-02-17,0.30084,0.308,0.29849,0.30318,49930873.1,XRP-USD
2019-02-18,0.3031,0.32862,0.30177,0.32194,172763975.2,XRP-USD
2019-02-19,0.32188,0.34777,0.31807,0.32238,198102626.4,XRP-USD
2019-02-20,0.3225,0.33476,0.3166,0.3315,103063793.8,XRP-USD
2019-02-21,0.33139,0.33297,0.31688,0.3207,74728496.6,XRP-USD
2019-02-22,0.32064,0.32333,0.31352,0.32105,47070036.8,XRP-USD
2019-02-23,0.32102,0.33395,0.31753,0.33201,65573265.4,XRP-USD
2019-02-24,0.33201,0.34345,0.29371,0.29757,168785982.4,XRP-USD
2019-02-25,0.29757,0.33975,0.29672,0.32731,198793053.8,XRP-USD
2019-02-26,0.3274,0.33502,0.31334,0.31658,156768298.4,XRP-USD
2019-02-27,0.31663,0.31874,0.30076,0.31067,86042683.7,XRP-USD
2019-02-28,0.31054,0.31771,0.30602,0.3139,82235972.7,XRP-USD
2019-03-01,0.31386,0.32354,0.31146,0.31564,82928007.7,XRP-USD
2019-03-02,0.31565,0.31819,0.30993,0.31382,49884108.0,XRP-USD
2019-03-03,0.31389,0.31542,0.308,0.31114,35107981.0,XRP-USD
2019-03-04,0.31115,0.31222,0.29728,0.30207,54554165.3,XRP-USD
2019-03-05,0.30197,0.31787,0.3008,0.31471,65812161.6,XRP-USD
2019-03-06,0.31473,0.32186,0.3095,0.31629,69108469.9,XRP-USD
2019-03-07,0.31628,0.31936,0.3124,0.31311,51060315.9,XRP-USD
2019-03-08,0.31324,0.316,0.305,0.30775,52311973.0,XRP-USD
2019-03-09,0.3078,0.319,0.3068,0.31389,60052162.0,XRP-USD
2019-03-10,0.31395,0.31705,0.30905,0.31289,43024192.8,XRP-USD
2019-03-11,0.31279,0.315,0.30658,0.30992,51679569.6,XRP-USD
2019-03-12,0.30991,0.31204,0.30766,0.31031,34008792.9,XRP-USD
2019-03-13,0.3103,0.32555,0.30733,0.31332,78566025.5,XRP-USD
2019-03-14,0.31345,0.31654,0.30585,0.31131,54311189.1,XRP-USD
2019-03-15,0.31131,0.31678,0.3107,0.31473,40022943.7,XRP-USD
2019-03-16,0.31485,0.323,0.31465,0.31868,59414487.2,XRP-USD
2019-03-17,0.31866,0.31892,0.314,0.3154,33510613.2,XRP-USD
2019-03-18,0.31546,0.32,0.31135,0.31452,46830749.7,XRP-USD
2019-03-19,0.31451,0.3166,0.3125,0.31594,37937661.9,XRP-USD
2019-03-20,0.31581,0.32275,0.3115,0.31779,61071284.0,XRP-USD
2019-03-21,0.3178,0.31915,0.29,0.30965,68244170.4,XRP-USD
2019-03-22,0.30965,0.31262,0.30642,0.31041,40997646.8,XRP-USD
2019-03-23,0.31041,0.31264,0.30883,0.31182,35555914.1,XRP-USD
2019-03-24,0.31174,0.31186,0.30471,0.30787,34884060.5,XRP-USD
2019-03-25,0.30792,0.308,0.3,0.3031,47533457.4,XRP-USD
2019-03-26,0.30296,0.30384,0.294,0.30302,45108158.9,XRP-USD
2019-03-27,0.303,0.31097,0.30055,0.31012,55385680.1,XRP-USD
2019-03-28,0.30986,0.31012,0.30418,0.30604,33354763.4,XRP-USD
2019-03-29,0.30603,0.31042,0.30475,0.30774,52565413.4,XRP-USD
2019-03-30,0.30775,0.31834,0.30687,0.31107,66842364.5,XRP-USD
2019-03-31,0.31092,0.31168,0.30718,0.30889,31804560.0,XRP-USD
2019-04-01,0.30889,0.31455,0.30739,0.31248,43573420.6,XRP-USD
2019-04-02,0.31249,0.35571,0.3115,0.3505,254825056.8,XRP-USD
2019-04-03,0.3505,0.3705,0.32354,0.34022,317885933.0,XRP-USD
2019-04-04,0.34022,0.34669,0.325,0.32996,142045982.4,XRP-USD
2019-04-05,0.32996,0.37999,0.32994,0.3613,277642035.5,XRP-USD
2019-04-06,0.36118,0.36224,0.3461,0.35264,127333234.4,XRP-USD
2019-04-07,0.35267,0.367,0.35041,0.3612,110132996.9,XRP-USD
2019-04-08,0.36149,0.37012,0.34365,0.35568,128130260.7,XRP-USD
2019-04-09,0.35558,0.35574,0.34385,0.34732,68738132.8,XRP-USD
2019-04-10,0.34728,0.3578,0.34608,0.35345,75219953.7,XRP-USD
2019-04-11,0.3535,0.35377,0.3191,0.32705,141965465.9,XRP-USD
2019-04-12,0.3271,0.3282,0.31391,0.32325,72144027.4,XRP-USD
2019-04-13,0.32314,0.3359,0.31936,0.32458,67170066.4,XRP-USD
2019-04-14,0.32459,0.33,0.32121,0.32762,36641180.9,XRP-USD
2019-04-15,0.32761,0.33184,0.31311,0.31905,60520268.3,XRP-USD
2019-04-16,0.31889,0.325,0.31541,0.32379,43657398.1,XRP-USD
2019-04-17,0.324,0.341,0.319,0.33436,104205590.3,XRP-USD
2019-04-18,0.33435,0.34671,0.33116,0.33533,89265139.5,XRP-USD
2019-04-19,0.33525,0.33537,0.32606,0.32999,56599475.8,XRP-USD
2019-04-20,0.33008,0.33241,0.321,0.32668,50641661.9,XRP-USD
2019-04-21,0.32673,0.32815,0.31356,0.31963,56724369.4,XRP-USD
